p_match,inns,bat,p_bat,team_bat,bowl,p_bowl,team_bowl,ball,ball_id,outcome,score,out,dismissal,p_out,over,noball,wide,byes,legbyes,cur_bat_runs,cur_bat_bf,cur_bowl_ovr,cur_bowl_wkts,cur_bowl_runs,inns_runs,inns_wkts,inns_balls,inns_runs_rem,inns_balls_rem,inns_rr,inns_rrr,target,max_balls,date,year,ground,country,winner,toss,competition,bat_hand,bowl_style,bowl_kind,batruns,ballfaced,bowlruns,bat_out,wagonX,wagonY,wagonZone,line,length,shot,control,predscore,wprob
829769,2,Steven Smith,267192,Rajasthan Royals,Lasith Malinga,49758,Mumbai Indians,4,12.04,run,1,False,,267192,13,0,0,0,0,17,11,1.4,0,13,113,2,76,75.0,44,8.92,10.22,188.0,120,2015-05-01,2015,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Rajasthan Royals,IPL,RHB,RF,pace bowler,1,1,1,True,46,194,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,181,40.87
829769,2,Steven Smith,267192,Rajasthan Royals,Lasith Malinga,49758,Mumbai Indians,6,12.06,run,1,False,,267192,13,0,0,0,0,18,12,2.0,0,15,115,2,78,73.0,42,8.84,10.42,188.0,120,2015-05-01,2015,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Rajasthan Royals,IPL,RHB,RF,pace bowler,1,1,1,True,336,195,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,180,39.15
1082606,1,Dinesh Karthik,30045,Gujarat Lions,Lasith Malinga,49758,Mumbai Indians,5,13.05,wide,5,False,,30045,14,0,5,0,0,0,0,2.4,1,38,104,3,82,,38,7.6,,,120,2017-04-16,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,0,0,5,True,0,0,0,DOWN_LEG,FULL,FLICK,0.0,161,43.62
1082606,1,Dinesh Karthik,30045,Gujarat Lions,Lasith Malinga,49758,Mumbai Indians,6,13.06,run,1,False,,30045,14,0,0,0,0,1,1,2.5,1,39,105,3,83,,37,7.59,,,120,2017-04-16,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,45,203,6,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,160,42.52
1082606,1,Dinesh Karthik,30045,Gujarat Lions,Lasith Malinga,49758,Mumbai Indians,1,18.01,wide,1,False,,30045,19,0,1,0,0,41,20,3.0,1,40,155,4,108,,12,8.61,,,120,2017-04-16,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,0,0,1,True,0,0,0,WIDE_DOWN_LEG,FULL_TOSS,LEFT_ALONE,1.0,176,60.29
1082606,1,Dinesh Karthik,30045,Gujarat Lions,Lasith Malinga,49758,Mumbai Indians,2,18.02,run,1,False,,30045,19,0,0,0,0,42,21,3.1,1,41,156,4,109,,11,8.58,,,120,2017-04-16,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,300,262,3,ON_THE_STUMPS,FULL,FLICK,1.0,175,59.2
1082606,1,Dinesh Karthik,30045,Gujarat Lions,Lasith Malinga,49758,Mumbai Indians,4,18.04,run,1,False,,30045,19,0,0,0,0,43,22,3.3,1,43,158,4,111,,9,8.54,,,120,2017-04-16,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,137,250,5,ON_THE_STUMPS,YORKER,ON_DRIVE,1.0,174,58.11
1082606,1,Dinesh Karthik,30045,Gujarat Lions,Lasith Malinga,49758,Mumbai Indians,6,18.06,run,1,False,,30045,19,0,0,0,0,44,23,3.5,1,45,160,4,113,,7,8.49,,,120,2017-04-16,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,232,322,4,ON_THE_STUMPS,YORKER,ON_DRIVE,1.0,172,55.9
1082625,1,Dinesh Karthik,30045,Gujarat Lions,Lasith Malinga,49758,Mumbai Indians,6,5.06,no run,0,False,,30045,6,0,0,0,0,0,1,2.0,2,15,48,3,36,,84,8.0,,,120,2017-04-29,2017,"Saurashtra Cricket Association Stadium, Rajkot",India,-,Gujarat Lions,IPL,RHB,RF,pace bowler,0,1,0,True,174,188,5,OUTSIDE_OFFSTUMP,FULL,DEFENDED,1.0,158,38.15
1178431,1,Dinesh Karthik,30045,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,3,12.03,no run,0,False,,30045,13,0,0,0,0,3,8,1.3,0,20,72,2,75,,45,5.76,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,0,0,0,DOWN_LEG,FULL,FLICK,0.0,142,23.88
1178431,1,Dinesh Karthik,30045,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,4,12.04,out,0,True,caught,30045,13,0,0,0,0,3,9,1.4,1,20,72,3,76,,44,5.68,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,242,206,3,ON_THE_STUMPS,FULL,FLICK,0.0,142,23.88
829737,2,Dinesh Karthik,30045,Royal Challengers Bangalore,Lasith Malinga,49758,Mumbai Indians,2,12.02,out,0,True,caught,30045,13,0,0,0,0,18,11,2.1,1,6,97,4,73,113.0,47,7.97,14.42,210.0,120,2015-04-19,2015,"M Chinnaswamy Stadium, Bangalore",India,Mumbai Indians,Royal Challengers Bangalore,IPL,RHB,RF,pace bowler,0,1,0,True,161,241,5,ON_THE_STUMPS,FULL,ON_DRIVE,0.0,175,1.64
1082597,1,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,1,0.01,run,1,False,,28763,1,0,0,0,0,1,1,0.1,0,1,1,0,1,,119,6.0,,,120,2017-04-09,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,LHB,RF,pace bowler,1,1,1,True,207,188,3,OUTSIDE_OFFSTUMP,YORKER,DEFENDED,1.0,163,47.73
1082597,1,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,4,0.04,no run,0,False,,28763,1,0,0,0,0,1,2,0.3,0,3,3,0,3,,117,6.0,,,120,2017-04-09,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,LHB,RF,pace bowler,0,1,0,True,157,253,5,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,162,46.61
1082597,1,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,5,0.05,run,1,False,,28763,1,0,0,0,0,2,3,0.4,0,4,4,0,4,,116,6.0,,,120,2017-04-09,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,LHB,RF,pace bowler,1,1,1,True,297,82,2,WIDE_OUTSIDE_OFFSTUMP,FULL,SQUARE_DRIVE,1.0,162,46.61
1082597,1,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,2,3.02,run,1,False,,28763,4,0,0,0,0,18,10,1.2,0,12,36,0,20,,100,10.8,,,120,2017-04-09,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,LHB,RF,pace bowler,1,1,1,True,156,112,8,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,175,61.05
1082597,1,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,6,3.06,run,1,False,,28763,4,0,0,0,0,19,11,2.0,0,20,44,0,24,,96,11.0,,,120,2017-04-09,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,LHB,RF,pace bowler,1,1,1,True,258,34,1,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,STEERED,1.0,180,66.26
1082649,1,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,2,3.02,run,1,False,,28763,4,0,0,0,0,6,7,0.2,0,1,15,1,20,,100,4.5,,,120,2017-05-19,2017,"M Chinnaswamy Stadium, Bangalore",India,Mumbai Indians,Mumbai Indians,IPL,LHB,RF,pace bowler,1,1,1,True,189,216,4,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,FLICK,0.0,152,36.99
1082649,1,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,5,3.05,no run,0,False,,28763,4,0,0,0,0,6,8,0.5,0,8,22,1,23,,97,5.73,,,120,2017-05-19,2017,"M Chinnaswamy Stadium, Bangalore",India,Mumbai Indians,Mumbai Indians,IPL,LHB,RF,pace bowler,0,1,0,True,0,0,0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,STEERED,0.0,156,41.19
1082649,1,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,6,3.06,no run,0,False,,28763,4,0,0,0,0,6,9,1.0,0,8,22,1,24,,96,5.5,,,120,2017-05-19,2017,"M Chinnaswamy Stadium, Bangalore",India,Mumbai Indians,Mumbai Indians,IPL,LHB,RF,pace bowler,0,1,0,True,187,144,1,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,DEFENDED,0.0,154,39.07
829705,2,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,2,0.02,wide,1,False,,28763,1,0,1,0,0,0,0,0.1,0,2,2,0,1,167.0,119,12.0,8.42,169.0,120,2015-04-08,2015,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,LHB,RF,pace bowler,0,0,1,True,0,0,0,DOWN_LEG,FULL,FLICK,0.0,162,41.74
829705,2,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,3,0.03,leg bye,1,False,,28763,1,0,0,0,1,0,1,0.2,0,2,3,0,2,166.0,118,9.0,8.44,169.0,120,2015-04-08,2015,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,LHB,RF,pace bowler,0,1,0,True,99,112,7,DOWN_LEG,FULL,FLICK,0.0,162,41.8
829705,2,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,4,10.04,no run,0,False,,28763,11,0,0,0,0,43,32,1.4,0,9,92,1,64,77.0,56,8.62,8.25,169.0,120,2015-04-08,2015,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,LHB,RF,pace bowler,0,1,0,True,186,142,1,OUTSIDE_OFFSTUMP,FULL_TOSS,COVER_DRIVE,0.0,180,78.58
829705,2,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,5,10.05,run,1,False,,28763,11,0,0,0,0,44,33,1.5,0,10,93,1,65,76.0,55,8.58,8.29,169.0,120,2015-04-08,2015,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,LHB,RF,pace bowler,1,1,1,True,118,184,6,ON_THE_STUMPS,YORKER,FLICK,1.0,180,78.93
829805,2,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,6,0.06,no run,0,False,,28763,1,0,0,0,0,0,1,1.0,0,7,7,0,6,165.0,114,7.0,8.68,172.0,120,2015-05-14,2015,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Kolkata Knight Riders,IPL,LHB,RF,pace bowler,0,1,0,True,225,229,4,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,165,40.53
829805,2,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,2,2.02,run,2,False,,28763,3,0,0,0,0,6,6,1.2,0,10,15,0,14,157.0,106,6.42,8.88,172.0,120,2015-05-14,2015,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Kolkata Knight Riders,IPL,LHB,RF,pace bowler,2,1,2,True,48,99,7,DOWN_LEG,FULL_TOSS,FLICK,1.0,163,39.01
829805,2,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,3,2.03,four,4,False,,28763,3,0,0,0,0,10,7,1.3,0,14,19,0,15,153.0,105,7.6,8.74,172.0,120,2015-05-14,2015,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Kolkata Knight Riders,IPL,LHB,RF,pace bowler,4,1,4,True,15,186,6,ON_THE_STUMPS,FULL,FLICK,1.0,166,42.68
829805,2,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,4,2.04,no run,0,False,,28763,3,0,0,0,0,10,8,1.4,0,14,19,0,16,153.0,104,7.12,8.82,172.0,120,2015-05-14,2015,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Kolkata Knight Riders,IPL,LHB,RF,pace bowler,0,1,0,True,0,0,0,OUTSIDE_OFFSTUMP,FULL_TOSS,COVER_DRIVE,0.0,166,42.1
829805,2,Gautam Gambhir,28763,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,5,2.05,run,1,False,,28763,3,0,0,0,0,11,9,1.5,0,15,20,0,17,152.0,103,7.05,8.85,172.0,120,2015-05-14,2015,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Kolkata Knight Riders,IPL,LHB,RF,pace bowler,1,1,1,True,43,187,6,ON_THE_STUMPS,FULL_TOSS,FLICK,1.0,165,41.36
1082647,1,Manoj Tiwary,35565,Rising Pune Supergiant,Lasith Malinga,49758,Mumbai Indians,6,1.06,no run,0,False,,35565,2,0,0,0,0,0,1,1.0,1,3,9,2,12,,108,4.5,,,120,2017-05-16,2017,"Wankhede Stadium, Mumbai",India,Rising Pune Supergiant,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,126,146,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,152,36.43
1082647,1,Manoj Tiwary,35565,Rising Pune Supergiant,Lasith Malinga,49758,Mumbai Indians,1,5.01,no run,0,False,,35565,6,0,0,0,0,5,10,1.1,1,3,31,2,31,,89,6.0,,,120,2017-05-16,2017,"Wankhede Stadium, Mumbai",India,Rising Pune Supergiant,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,215,197,3,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,0.0,152,36.43
1082647,1,Manoj Tiwary,35565,Rising Pune Supergiant,Lasith Malinga,49758,Mumbai Indians,2,5.02,run,1,False,,35565,6,0,0,0,0,6,11,1.2,1,4,32,2,32,,88,6.0,,,120,2017-05-16,2017,"Wankhede Stadium, Mumbai",India,Rising Pune Supergiant,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,157,152,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,151,35.42
1082647,1,Manoj Tiwary,35565,Rising Pune Supergiant,Lasith Malinga,49758,Mumbai Indians,4,10.04,run,2,False,,35565,11,0,0,0,0,24,25,2.4,1,12,70,2,64,,56,6.56,,,120,2017-05-16,2017,"Wankhede Stadium, Mumbai",India,Rising Pune Supergiant,Mumbai Indians,IPL,RHB,RF,pace bowler,2,1,2,True,312,233,3,OUTSIDE_OFFSTUMP,GOOD_LENGTH,PULL,1.0,153,37.45
1082647,1,Manoj Tiwary,35565,Rising Pune Supergiant,Lasith Malinga,49758,Mumbai Indians,5,10.05,run,1,False,,35565,11,0,0,0,0,25,26,2.5,1,13,71,2,65,,55,6.55,,,120,2017-05-16,2017,"Wankhede Stadium, Mumbai",India,Rising Pune Supergiant,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,158,312,5,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,153,37.45
1082650,2,Manoj Tiwary,35565,Rising Pune Supergiant,Lasith Malinga,49758,Mumbai Indians,3,17.03,run,1,False,,35565,18,0,0,0,0,2,4,3.3,0,16,102,3,105,28.0,15,5.82,11.2,130.0,120,2017-05-21,2017,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,137,239,5,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,126,48.59
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,4,3.04,wide,1,False,,279810,4,0,1,0,0,18,11,0.2,0,11,43,0,20,,100,12.9,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,0,0,1,True,0,0,0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,0.0,182,67.76
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,5,3.05,four,4,False,,279810,4,0,0,0,0,22,12,0.3,0,15,47,0,21,,99,13.42,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,4,1,4,True,8,215,6,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,185,70.59
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,6,3.06,four,4,False,,279810,4,0,0,0,0,26,13,0.4,0,19,51,0,22,,98,13.9,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,4,1,4,True,307,53,2,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,189,74.12
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,7,3.07,no run,0,False,,279810,4,0,0,0,0,26,14,0.5,0,19,51,0,23,,97,13.3,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,226,196,3,DOWN_LEG,YORKER,ON_DRIVE,1.0,189,74.12
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,8,3.08,no run,0,False,,279810,4,0,0,0,0,26,15,1.0,0,19,51,0,24,,96,12.75,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,240,197,3,ON_THE_STUMPS,FULL,ON_DRIVE,0.0,187,72.39
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,5,9.05,run,1,False,,279810,10,0,0,0,0,42,25,1.4,0,22,124,1,58,,62,12.82,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,149,171,6,ON_THE_STUMPS,GOOD_LENGTH,STEERED,1.0,218,91.03
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,7,9.07,run,1,False,,279810,10,0,0,0,0,43,26,2.0,0,24,126,1,60,,60,12.6,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,187,171,3,DOWN_LEG,YORKER,ON_DRIVE,0.0,217,90.67
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,2,14.02,six,6,False,,279810,15,0,0,0,0,65,38,2.2,0,31,168,2,86,,34,11.72,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,6,1,6,True,151,359,5,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,223,92.64
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,3,14.03,wide,1,False,,279810,15,0,1,0,0,65,38,2.2,0,32,169,2,86,,34,11.79,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,0,0,1,True,0,0,0,DOWN_LEG,FULL_TOSS,LEFT_ALONE,1.0,224,92.92
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,4,14.04,run,1,False,,279810,15,0,0,0,0,66,39,2.3,0,33,170,2,87,,33,11.72,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,340,199,3,ON_THE_STUMPS,FULL,FLICK,1.0,224,92.92
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,6,14.06,run,1,False,,279810,15,0,0,0,0,67,40,2.5,0,35,172,2,89,,31,11.59,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,200,283,4,ON_THE_STUMPS,YORKER,ON_DRIVE,1.0,222,92.34
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,5,17.05,run,2,False,,279810,18,0,0,0,0,81,48,3.5,0,43,205,3,107,,13,11.49,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,2,1,2,True,328,210,3,ON_THE_STUMPS,FULL,FLICK,1.0,227,93.72
1082641,1,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,6,17.06,run,2,False,,279810,18,0,0,0,0,83,49,4.0,0,45,207,3,108,,12,11.5,,,120,2017-05-11,2017,"Wankhede Stadium, Mumbai",India,Kings XI Punjab,Mumbai Indians,IPL,RHB,RF,pace bowler,2,1,2,True,251,79,1,OUTSIDE_OFFSTUMP,YORKER,ON_DRIVE,0.0,228,93.97
1178426,2,Wriddhiman Saha,279810,Sunrisers Hyderabad,Lasith Malinga,49758,Mumbai Indians,1,1.01,no run,0,False,,279810,2,0,0,0,0,6,4,0.1,0,0,7,0,7,156.0,113,6.0,8.28,163.0,120,2019-05-02,2019,"Wankhede Stadium, Mumbai",India,-,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,0,0,0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,PUSH,0.0,161,52.86
1178426,2,Wriddhiman Saha,279810,Sunrisers Hyderabad,Lasith Malinga,49758,Mumbai Indians,2,1.02,no run,0,False,,279810,2,0,0,0,0,6,5,0.2,0,0,7,0,8,156.0,112,5.25,8.35,163.0,120,2019-05-02,2019,"Wankhede Stadium, Mumbai",India,-,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,118,145,7,OUTSIDE_OFFSTUMP,FULL,PUSH,1.0,159,51.08
1178426,2,Wriddhiman Saha,279810,Sunrisers Hyderabad,Lasith Malinga,49758,Mumbai Indians,3,1.03,run,1,False,,279810,2,0,0,0,0,7,6,0.3,0,1,8,0,9,155.0,111,5.33,8.37,163.0,120,2019-05-02,2019,"Wankhede Stadium, Mumbai",India,-,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,112,154,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DAB,1.0,159,51.14
829775,2,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,3,16.03,run,1,False,,279810,17,0,0,0,0,1,1,2.3,2,17,120,4,99,53.0,21,7.27,15.14,173.0,120,2015-05-03,2015,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,318,268,3,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,156,5.9
829775,2,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,6,16.06,run,1,False,,279810,17,0,0,0,0,2,2,3.0,2,21,124,4,102,49.0,18,7.29,16.33,173.0,120,2015-05-03,2015,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,338,206,3,DOWN_LEG,GOOD_LENGTH,PULL,1.0,155,4.85
829775,2,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,1,18.01,four,4,False,,279810,19,0,0,0,0,10,8,3.1,2,25,133,4,109,40.0,11,7.32,21.81,173.0,120,2015-05-03,2015,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,4,1,4,True,360,182,3,DOWN_LEG,FULL_TOSS,FLICK,1.0,151,0.84
829775,2,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,2,18.02,run,1,False,,279810,19,0,0,0,0,11,9,3.2,2,26,134,4,110,39.0,10,7.3,23.4,173.0,120,2015-05-03,2015,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,348,210,3,ON_THE_STUMPS,FULL_TOSS,SLOG_SHOT,1.0,151,0.45
829775,2,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,5,18.05,wide,1,True,run out,4451,19,0,1,0,0,11,9,3.4,2,31,140,5,112,33.0,8,7.5,24.75,173.0,120,2015-05-03,2015,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,0,0,1,False,0,0,0,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,0.0,154,0.2
829775,2,Wriddhiman Saha,279810,Punjab Kings,Lasith Malinga,49758,Mumbai Indians,7,18.07,no run,0,False,,279810,19,0,0,0,0,11,10,4.0,2,31,140,6,114,33.0,6,7.36,33.0,173.0,120,2015-05-03,2015,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,0,0,0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SHOT,0.0,151,0.31
829737,2,Iqbal Abdulla,277237,Royal Challengers Bangalore,Lasith Malinga,49758,Mumbai Indians,1,18.01,wide,1,False,,277237,19,0,1,0,0,15,12,3.0,1,29,176,6,108,34.0,12,9.77,17.0,210.0,120,2015-04-19,2015,"M Chinnaswamy Stadium, Bangalore",India,Mumbai Indians,Royal Challengers Bangalore,IPL,LHB,RF,pace bowler,0,0,1,True,0,0,0,DOWN_LEG,FULL,LEG_GLANCE,0.0,196,3.25
829737,2,Iqbal Abdulla,277237,Royal Challengers Bangalore,Lasith Malinga,49758,Mumbai Indians,2,18.02,run,1,False,,277237,19,0,0,0,0,16,13,3.1,1,30,177,6,109,33.0,11,9.74,18.0,210.0,120,2015-04-19,2015,"M Chinnaswamy Stadium, Bangalore",India,Mumbai Indians,Royal Challengers Bangalore,IPL,LHB,RF,pace bowler,1,1,1,True,216,121,1,OUTSIDE_OFFSTUMP,FULL,DEFENDED,1.0,196,2.29
