p_match,inns,bat,p_bat,team_bat,bowl,p_bowl,team_bowl,ball,ball_id,outcome,score,out,dismissal,p_out,over,noball,wide,byes,legbyes,cur_bat_runs,cur_bat_bf,cur_bowl_ovr,cur_bowl_wkts,cur_bowl_runs,inns_runs,inns_wkts,inns_balls,inns_runs_rem,inns_balls_rem,inns_rr,inns_rrr,target,max_balls,date,year,ground,country,winner,toss,competition,bat_hand,bowl_style,bowl_kind,batruns,ballfaced,bowlruns,bat_out,wagonX,wagonY,wagonZone,line,length,shot,control,predscore,wprob
1001349,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,1,0.01,no run,0,False,,5334,1,0,0,0,0,0,1,0.1,0,0,0,0,1,,119,0.0,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,208,178,3,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,DEFENDED,0.0,-1,-1.0
1001349,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,2,0.02,no run,0,False,,5334,1,0,0,0,0,0,2,0.2,0,0,0,0,2,,118,0.0,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,243,175,3,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,-1,-1.0
1001349,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,3,0.03,run,1,False,,5334,1,0,0,0,0,1,3,0.3,0,1,1,0,3,,117,2.0,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,189,242,4,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,DEFENDED,0.0,-1,-1.0
1001351,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,3,0.03,no run,0,False,,5334,1,0,0,0,0,0,1,0.3,0,1,1,0,3,,117,2.0,,,120,2017-02-19,2017,"Simonds Stadium, South Geelong, Victoria",Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,166,194,5,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DEFENDED,1.0,-1,-1.0
1001351,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,4,0.04,four,4,False,,5334,1,0,0,0,0,4,2,0.4,0,5,5,0,4,,116,7.5,,,120,2017-02-19,2017,"Simonds Stadium, South Geelong, Victoria",Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,4,1,4,True,15,222,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,-1,-1.0
1001351,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,5,0.05,leg bye,1,False,,5334,1,0,0,0,1,4,3,0.5,0,5,6,0,5,,115,7.2,,,120,2017-02-19,2017,"Simonds Stadium, South Geelong, Victoria",Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,216,139,2,ON_THE_STUMPS,GOOD_LENGTH,FLICK,0.0,-1,-1.0
1001353,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,1,0.01,no run,0,False,,5334,1,0,0,0,0,0,1,0.1,0,0,0,0,1,,119,0.0,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,143,197,6,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,DEFENDED,1.0,-1,-1.0
1001353,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,2,0.02,no run,0,False,,5334,1,0,0,0,0,0,2,0.2,0,0,0,0,2,,118,0.0,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,130,187,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,-1,-1.0
1001353,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,3,0.03,no run,0,False,,5334,1,0,0,0,0,0,3,0.3,0,0,0,0,3,,117,0.0,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,207,223,4,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,ON_DRIVE,1.0,-1,-1.0
1001353,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,4,0.04,no run,0,False,,5334,1,0,0,0,0,0,4,0.4,0,0,0,0,4,,116,0.0,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,144,234,5,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,-1,-1.0
1001353,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,5,0.05,run,1,False,,5334,1,0,0,0,0,1,5,0.5,0,1,1,0,5,,115,1.2,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,232,177,3,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,PULL,0.0,-1,-1.0
1001353,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,1,5.01,four,4,False,,5334,6,0,0,0,0,39,21,1.1,0,5,57,0,31,,89,11.03,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,4,1,4,True,312,63,2,WIDE_DOWN_LEG,FULL_TOSS,LEG_GLANCE,1.0,-1,-1.0
1001353,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,2,5.02,run,1,False,,5334,6,0,0,0,0,40,22,1.2,0,6,58,0,32,,88,10.87,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,322,189,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,-1,-1.0
1082625,1,Aaron Finch,5334,Gujarat Lions,Lasith Malinga,49758,Mumbai Indians,4,5.04,no run,0,False,,5334,6,0,0,0,0,0,2,1.4,1,15,48,2,34,,86,8.47,,,120,2017-04-29,2017,"Saurashtra Cricket Association Stadium, Rajkot",India,-,Gujarat Lions,IPL,RHB,RF,pace bowler,0,1,0,True,193,226,4,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,161,41.27
1082625,1,Aaron Finch,5334,Gujarat Lions,Lasith Malinga,49758,Mumbai Indians,5,5.05,out,0,True,bowled,5334,6,0,0,0,0,0,3,1.5,2,15,48,3,35,,85,8.22,,,120,2017-04-29,2017,"Saurashtra Cricket Association Stadium, Rajkot",India,-,Gujarat Lions,IPL,RHB,RF,pace bowler,0,1,0,True,180,162,8,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,ON_DRIVE,0.0,159,39.18
1183524,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,1,0.01,no run,0,False,,5334,1,0,0,0,0,0,1,0.1,0,0,0,0,1,,119,0.0,,,120,2019-10-27,2019,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,140,154,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,STEERED,1.0,169,53.95
1183524,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,2,0.02,four,4,False,,5334,1,0,0,0,0,4,2,0.2,0,4,4,0,2,,118,12.0,,,120,2019-10-27,2019,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,4,1,4,True,10,227,6,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,172,57.17
1183524,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,3,0.03,no run,0,False,,5334,1,0,0,0,0,4,3,0.3,0,4,4,0,3,,117,8.0,,,120,2019-10-27,2019,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,0,0,0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,0.0,170,55.03
1183524,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,4,0.04,run,1,False,,5334,1,0,0,0,0,5,4,0.4,0,5,5,0,4,,116,7.5,,,120,2019-10-27,2019,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,93,48,8,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,170,55.03
1183524,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,2,2.02,no run,0,False,,5334,3,0,0,0,0,13,9,1.2,0,10,21,0,14,,106,9.0,,,120,2019-10-27,2019,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,189,193,4,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,173,58.24
1183524,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,3,2.03,no run,0,False,,5334,3,0,0,0,0,13,10,1.3,0,10,21,0,15,,105,8.4,,,120,2019-10-27,2019,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,215,189,3,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,172,57.17
1183524,1,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,4,2.04,run,1,False,,5334,3,0,0,0,0,14,11,1.4,0,11,22,0,16,,104,8.25,,,120,2019-10-27,2019,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,136,201,6,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PUSH,1.0,171,56.1
1183525,2,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,3,0.03,out,0,True,caught,5334,1,0,0,0,0,0,1,0.3,1,1,1,1,3,117.0,117,2.0,6.0,118.0,120,2019-10-30,2019,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,196,145,1,DOWN_LEG,FULL,LEG_GLANCE,0.0,168,85.28
1183526,2,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,1,0.01,no run,0,False,,5334,1,0,0,0,0,0,1,0.1,0,0,0,0,1,143.0,119,0.0,7.21,143.0,120,2019-11-01,2019,Melbourne Cricket Ground,Australia,Australia,Australia,T20I,RHB,RF,pace bowler,0,1,0,True,208,197,4,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,170,75.6
1183526,2,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,2,0.02,no run,0,False,,5334,1,0,0,0,0,0,2,0.2,0,0,0,0,2,143.0,118,0.0,7.27,143.0,120,2019-11-01,2019,Melbourne Cricket Ground,Australia,Australia,Australia,T20I,RHB,RF,pace bowler,0,1,0,True,207,192,3,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,168,74.78
1183526,2,Aaron Finch,5334,Australia,Lasith Malinga,49758,Sri Lanka,3,0.03,run,1,False,,5334,1,0,0,0,0,1,3,0.3,0,1,1,0,3,142.0,117,2.0,7.28,143.0,120,2019-11-01,2019,Melbourne Cricket Ground,Australia,Australia,Australia,T20I,RHB,RF,pace bowler,1,1,1,True,267,153,2,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,167,74.74
1001349,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,4,0.04,run,2,False,,6161,1,0,0,0,0,2,1,0.4,0,3,3,0,4,,116,4.5,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,2,1,2,True,310,126,2,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,-1,-1.0
1001349,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,5,0.05,no run,0,False,,6161,1,0,0,0,0,2,2,0.5,0,3,3,0,5,,115,3.6,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,132,145,7,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DEFENDED,1.0,-1,-1.0
1001349,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,6,0.06,run,3,False,,6161,1,0,0,0,0,5,3,1.0,0,6,6,0,6,,114,6.0,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,3,1,3,True,45,153,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SQUARE_DRIVE,1.0,-1,-1.0
1001351,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,1,0.01,no run,0,False,,6161,1,0,0,0,0,0,1,0.1,0,0,0,0,1,,119,0.0,,,120,2017-02-19,2017,"Simonds Stadium, South Geelong, Victoria",Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,0,0,0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,-1,-1.0
1001351,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,2,0.02,run,1,False,,6161,1,0,0,0,0,1,2,0.2,0,1,1,0,2,,118,3.0,,,120,2017-02-19,2017,"Simonds Stadium, South Geelong, Victoria",Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,228,48,1,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,-1,-1.0
1001351,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,6,0.06,run,1,False,,6161,1,0,0,0,0,2,3,1.0,0,6,7,0,6,,114,7.0,,,120,2017-02-19,2017,"Simonds Stadium, South Geelong, Victoria",Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,213,190,3,OUTSIDE_OFFSTUMP,FULL,DEFENDED,1.0,-1,-1.0
1001351,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,3,12.03,run,1,False,,6161,13,0,0,0,0,40,34,1.3,0,8,105,2,75,,45,8.4,,,120,2017-02-19,2017,"Simonds Stadium, South Geelong, Victoria",Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,124,160,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,-1,-1.0
1001351,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,5,12.05,run,1,False,,6161,13,0,0,0,0,41,35,1.5,0,10,107,2,77,,43,8.33,,,120,2017-02-19,2017,"Simonds Stadium, South Geelong, Victoria",Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,267,149,2,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,-1,-1.0
1001353,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,6,0.06,no run,0,False,,6161,1,0,0,0,0,0,1,1.0,0,1,1,0,6,,114,1.0,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,0,0,0,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,0.0,-1,-1.0
1001353,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,3,5.03,run,2,False,,6161,6,0,0,0,0,18,11,1.3,0,8,60,0,33,,87,10.9,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,2,1,2,True,318,142,2,DOWN_LEG,FULL,FLICK,1.0,-1,-1.0
1001353,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,4,5.04,no run,0,False,,6161,6,0,0,0,0,18,12,1.4,0,8,60,0,34,,86,10.58,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,132,190,6,ON_THE_STUMPS,GOOD_LENGTH,FLICK,0.0,-1,-1.0
1001353,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,5,5.05,wide,1,False,,6161,6,0,1,0,0,18,12,1.4,0,9,61,0,34,,86,10.76,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,0,1,True,0,0,0,WIDE_DOWN_LEG,FULL_TOSS,LEFT_ALONE,1.0,-1,-1.0
1001353,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,6,5.06,no run,0,False,,6161,6,0,0,0,0,18,13,1.5,0,9,61,0,35,,85,10.45,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,124,192,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,-1,-1.0
1001353,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,7,5.07,run,1,False,,6161,6,0,0,0,0,19,14,2.0,0,10,62,0,36,,84,10.33,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,81,214,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,-1,-1.0
1001353,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,1,16.01,no ball,1,False,,6161,17,1,0,0,0,53,38,2.0,0,11,148,2,96,,24,9.25,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,1,True,0,0,0,WIDE_DOWN_LEG,FULL_TOSS,LEFT_ALONE,1.0,-1,-1.0
1001353,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,2,16.02,run,1,False,,6161,17,0,0,0,0,54,39,2.1,0,12,149,2,97,,23,9.21,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,317,199,3,ON_THE_STUMPS,FULL,ON_DRIVE,0.0,-1,-1.0
1001353,1,Michael Klinger,6161,Australia,Lasith Malinga,49758,Sri Lanka,3,18.03,run,1,True,run out,6161,19,0,0,0,0,62,43,3.3,1,33,180,4,111,,9,9.72,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,276,119,2,ON_THE_STUMPS,FULL_TOSS,FLICK,1.0,-1,-1.0
1001349,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,4,13.04,run,2,False,,530011,14,0,0,0,0,8,10,1.3,0,10,97,2,81,,39,7.18,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,LHB,RF,pace bowler,2,1,2,True,298,274,3,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,-1,-1.0
1001349,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,5,13.05,run,1,False,,530011,14,0,0,0,0,9,11,1.4,0,11,98,2,82,,38,7.17,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,LHB,RF,pace bowler,1,1,1,True,244,300,4,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,-1,-1.0
1001349,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,7,13.07,run,1,False,,530011,14,0,0,0,0,10,12,2.0,0,13,100,2,84,,36,7.14,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,LHB,RF,pace bowler,1,1,1,True,101,285,5,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,0.0,-1,-1.0
1001349,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,4,16.04,run,1,False,,530011,17,0,0,0,0,24,19,2.4,0,21,137,3,100,,20,8.22,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,LHB,RF,pace bowler,1,1,1,True,136,197,6,OUTSIDE_OFFSTUMP,FULL_TOSS,ON_DRIVE,1.0,-1,-1.0
1001349,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,6,16.06,run,1,False,,530011,17,0,0,0,0,25,20,3.0,0,23,139,3,102,,18,8.17,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,LHB,RF,pace bowler,1,1,1,True,222,250,4,OUTSIDE_OFFSTUMP,FULL_TOSS,ON_DRIVE,1.0,-1,-1.0
1001349,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,3,18.03,run,2,False,,530011,19,0,0,0,0,31,24,3.3,0,28,153,3,111,,9,8.27,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,LHB,RF,pace bowler,2,1,2,True,107,314,5,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,-1,-1.0
1001349,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,4,18.04,out,0,True,caught,530011,19,0,0,0,0,31,25,3.4,1,28,153,4,112,,8,8.19,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,LHB,RF,pace bowler,0,1,0,True,324,232,3,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,COVER_DRIVE,0.0,-1,-1.0
1001353,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,3,16.03,six,6,False,,530011,17,0,0,0,0,13,7,2.2,0,18,155,2,98,,22,9.48,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,LHB,RF,pace bowler,6,1,6,True,15,81,7,WIDE_DOWN_LEG,FULL,FLICK,1.0,-1,-1.0
1001353,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,4,16.04,six,6,False,,530011,17,0,0,0,0,19,8,2.3,0,24,161,2,99,,21,9.75,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,LHB,RF,pace bowler,6,1,6,True,74,354,5,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,-1,-1.0
1001353,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,5,16.05,run,2,False,,530011,17,0,0,0,0,21,9,2.4,0,26,163,2,100,,20,9.78,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,LHB,RF,pace bowler,2,1,2,True,294,297,4,WIDE_OUTSIDE_OFFSTUMP,FULL_TOSS,ON_DRIVE,1.0,-1,-1.0
1001353,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,6,16.06,four,4,False,,530011,17,0,0,0,0,25,10,2.5,0,30,167,2,101,,19,9.92,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,LHB,RF,pace bowler,4,1,4,True,243,347,4,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,-1,-1.0
1001353,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,7,16.07,no run,0,False,,530011,17,0,0,0,0,25,11,3.0,0,30,167,2,102,,18,9.82,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,LHB,RF,pace bowler,0,1,0,True,165,193,5,OUTSIDE_OFFSTUMP,FULL_TOSS,ON_DRIVE,0.0,-1,-1.0
1001353,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,1,18.01,run,2,False,,530011,19,0,0,0,0,30,15,3.1,0,32,179,2,109,,11,9.85,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,LHB,RF,pace bowler,2,1,2,True,303,294,4,WIDE_OUTSIDE_OFFSTUMP,FULL_TOSS,ON_DRIVE,1.0,-1,-1.0
1001353,1,Travis Head,530011,Australia,Lasith Malinga,49758,Sri Lanka,2,18.02,out,0,True,caught,530011,19,0,0,0,0,30,16,3.2,1,32,179,3,110,,10,9.76,,,120,2017-02-22,2017,Adelaide Oval,Australia,Australia,Sri Lanka,T20I,LHB,RF,pace bowler,0,1,0,True,244,305,4,WIDE_OUTSIDE_OFFSTUMP,FULL_TOSS,ON_DRIVE,0.0,-1,-1.0
1082628,1,Travis Head,530011,Royal Challengers Bangalore,Lasith Malinga,49758,Mumbai Indians,2,7.02,run,1,False,,530011,8,0,0,0,0,5,8,1.2,0,7,58,2,44,,76,7.9,,,120,2017-05-01,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Royal Challengers Bangalore,IPL,LHB,RF,pace bowler,1,1,1,True,240,325,4,WIDE_OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,169,53.06
1082628,1,Travis Head,530011,Royal Challengers Bangalore,Lasith Malinga,49758,Mumbai Indians,6,7.06,no run,0,False,,530011,8,0,0,0,0,5,9,2.0,0,12,63,2,48,,72,7.87,,,120,2017-05-01,2017,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Royal Challengers Bangalore,IPL,LHB,RF,pace bowler,0,1,0,True,168,195,5,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,169,53.06
1001349,1,Moises Henriques,5961,Australia,Lasith Malinga,49758,Sri Lanka,1,13.01,no run,0,False,,5961,14,0,0,0,0,3,4,1.1,0,6,93,2,79,,41,7.06,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,0,1,0,True,205,202,4,ON_THE_STUMPS,FULL_TOSS,FLICK,1.0,-1,-1.0
1001349,1,Moises Henriques,5961,Australia,Lasith Malinga,49758,Sri Lanka,2,13.02,wide,1,False,,5961,14,0,1,0,0,3,4,1.1,0,7,94,2,79,,41,7.13,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,0,0,1,True,0,0,0,DOWN_LEG,GOOD_LENGTH,FLICK,0.0,-1,-1.0
1001349,1,Moises Henriques,5961,Australia,Lasith Malinga,49758,Sri Lanka,3,13.03,run,1,False,,5961,14,0,0,0,0,4,5,1.2,0,8,95,2,80,,40,7.12,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,218,314,4,ON_THE_STUMPS,FULL_TOSS,ON_DRIVE,1.0,-1,-1.0
1001349,1,Moises Henriques,5961,Australia,Lasith Malinga,49758,Sri Lanka,6,13.06,run,1,False,,5961,14,0,0,0,0,5,6,1.5,0,12,99,2,83,,37,7.15,,,120,2017-02-17,2017,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,T20I,RHB,RF,pace bowler,1,1,1,True,125,284,5,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,-1,-1.0
